Unnamed: 0,RN (alteragao),Unnamed: 2,Unnamed: 3,e,o,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,PROCEDIMENTO,VIGENCIA,Unnamed: 4,Unnamed: 5,AMB,HCO,T,o],| o,oo,0,VIGENCIA (alteragao),=,I,Unnamed: 10,PROCEDIMENTO (alteragao),Unnamed: 1,==,=.1,PROCEDIMENT!,RN VIGENCIA (alteragao),(alteragao),AMB HCO,] o =,[,],RN (alteragao) i,o.1,AMB o,e o,PAC,T.1,HCO 0,i,3,RN (alteragao) 0,AMB e,CAPITULO,S,N,LN3NIG300d,(oeesaye) NY,VIONIOIA,anv,OH,|,m |,OH o,vd
,,,HCO HSO,,,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,,,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",AMB,,,,,,,,,,,ADENOSINA DEAMINASE (ADA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HCO HSO,,,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,,PAC,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",AMB,,,,,,,,,,,AMINOACIDOS NO LIQUIDO CEFALORRAQUIDIANO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HCO HSO,,,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,,,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",AMB,,,,,,,,,,,ANTICORPO ANTIESPERMATOZOIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HCO HSO,,,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,,,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",AMB,,,,,,,,,,,BIOQUIMICA LCR (PROTEINAS +GLICOSE +CLORO; E A CRITERIO DO MEDICO ASSISTENTE: LACTATO E LDH - LACTATO DESIDROGENASE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HCO HSO,,,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,,,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",AMB,,,,,,,,,,,"CELULAS, CONTAGEM TOTAL E ESPECIFICA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HCO HSO,,,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,,,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",AMB,,,,,,,,,,,"CELULAS, PESQUISA DE CELULAS NEOPLASICAS (CITOLOGIA ONCOTICA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HCO HSO,,,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,,,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",AMB,,,,,,,,,,,"CLEMENTS, TESTE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HCO HSO,,,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,,,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",AMB,,,,,,,,,,,"CRISTAIS COM LUZ POLARIZADA, PESQUISA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HCO HSO,,,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,,,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",AMB,,,,,,,,,,,"CRYPTOCOCCUS, ANTIGENO, DETECGAO RAPIDA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HCO HSO,,,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,,,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",AMB,,,,,,,,,,,"ELETROFORESE DE PROTEINAS NO LIQUOR, COM CONCENTRAGCAO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HCO HSO,,,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,,,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",AMB,,,,,,,,,,,ESPECTROFOTOMETRIA DE LiQUIDO AMNIOTICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HCO HSO,,,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,,,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",AMB,,,,,,,,,,,"ESPERMA, TESTE DE PENETRAGAO ESPERMATICA, E/OU TESTE DE CAPACITAGAO ESPERMATICA, E/OU TESTE HIPOSMOTICO (SWELLING TEST), E/OU TESTE DE COLORAGAO VITAL, E/OU MICROBIOLOGIA (COLORAGAO DE GRAM +CULTURA AEROBICA), E/OU FRUTOSE, E/OU ALFA-GLUCOSIDASE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HCO HSO,,,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,,,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",AMB,,,,,,,,,,,"ESPERMOGRAMA (CARACTERES FiSICOS, PH, FLUIDIFICAGAO, MOTILIDADE, VITALIDADE, CONTAGEM E MORFOLOGIA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HCO,,,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,,,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",AMB,,,,,,,,,,,"FOSFOLIPIDIOS (RELAGAO LECITINA/ESFINGOMIELINA), AVALIACAO DA MATURIDADE PULMONAR FETAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HCO HSO,,,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,,,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",AMB,,,,,,,,,,,"HAEMOPHILUS INFLUENZAE B, STREPTOCOCCUS PNEUMONIAE, NEISSERIA MENINGITIDIS A, B, C, ANTIGENO, DETECCAO RAPIDA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HCO HSO,,,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,,,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",AMB,,,,,,,,,,,NDICE DE IMUNOPRODUGAO DE IGG (DOSAGEM DE ALBUMINA E IGG EM SORO E LIQUOR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,"LCR, MICROBIOLOGIA (COLORAGAO DE GRAM +CULTURA AEROBICA, AGLUTINAGAO PELO LATEX PARA BACTERIAS, E, A CRITERIO DO MEDICO ASSISTENTE, PESQUISA E CULTURA DE MICOBACTERIAS E CRYPTOCOCCUS) LUK, KUITINA (ASPELCIU, LUK, CUNITAUEM GLUBAL E ESPECIFICA UE LEULULITUS E HEMACIADS, PRU EINA, GLICOSE, CLORO E, A CRITERIO DO MEDICO ASSISTENTE: TESTES TREPONEMICOS E NAO-TREPONEMICOS DA SIFILIS, ELETROFORESE DE PROTEINAS COM CONCENTRACAO, INDICE DE IMUNOPRODUGAO DE IGG, IACTATO ANTICORPNS NFIIRNCISTICFRCNSF)",,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,"LCR, MICROBIOLOGIA (COLORAGAO DE GRAM +CULTURA AEROBICA, AGLUTINAGAO PELO LATEX PARA BACTERIAS, E, A CRITERIO DO MEDICO ASSISTENTE, PESQUISA E CULTURA DE MICOBACTERIAS E CRYPTOCOCCUS) LUK, KUITINA (ASPELCIU, LUK, CUNITAUEM GLUBAL E ESPECIFICA UE LEULULITUS E HEMACIADS, PRU EINA, GLICOSE, CLORO E, A CRITERIO DO MEDICO ASSISTENTE: TESTES TREPONEMICOS E NAO-TREPONEMICOS DA SIFILIS, ELETROFORESE DE PROTEINAS COM CONCENTRACAO, INDICE DE IMUNOPRODUGAO DE IGG, IACTATO ANTICORPNS NFIIRNCISTICFRCNSF)",,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,"INH F PARA LIQUIDO AMNIOTICO, CITOLOGIA; LIQUIDO AMNIOTICO, CREATININA.",,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,MATURIDADE PULMONAR FETAL - QUALQUER TECNICA,,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,PESQUISA DE BANDAS OLIGOCLONAIS NO LIQUOR POR ISOFOCALIZAGAO,,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,"PROTEINA MIELINA BASICA, ANTICORPOS",,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,PUNGAO LOMBAR COM MANOMETRIA PARA COLETA DE LIQUIDO CEFALORRAQUEANO,,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,"RAGOCITOS, PESQUISA",,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,"ROTINA LIQUIDO SINOVIAL - CARACTERES FiSICOS, CITOLOGIA, PROTEINAS, ACIDO URICO, FATOR REUMATOIDE, MICROBIOLOGIA (COLORAGAO DE GRAM +CULTURA AEROBICA E ANAEROBICA)",,"LIQUIDOS (CEFALORRAQUEANO (LIQUOR), SEMINAL, AMNIOTICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,ANTIBIOGRAMA (TESTE DE SENSIBILIDADE A ANTIBIOTICOS E QUIMIOTERAPICOS) PARA MICOBACTERIAS,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,"ANTIBIOGRAMA (TESTE SENSIBILIDADE A ANTIBIOTICOS E QUIMIOTERAPICOS), PARA BACTERIAS ANAEROBICAS E/OU AEROBICAS",,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,ANTIFUNGIGRAMA,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,"B.A.A.R. (BACILO ALCOOL-ACIDO RESISTENTE), PESQUISA",,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,"BACILO DE HANSEN, PESQUISA PCR",,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,"BACTERIOSCOPIA, PELO METODO DE GRAM OU SIMILAR",,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,"BORDETELLA PERTUSSIS, CULTURA",,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,"CHLAMYDIA, CULTURA",,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,"CRYPTOCOCCUS NEOFORMANS, PESQUISA",,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,,,"CRYPTOCOCCUS NEOFORMANS, PESQUISA DO ANTIGENO",,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,"CRYPTOSPORIDIUM, PESQUISA",,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,CULTURA BACTERIANA (EM DIVERSOS MATERIAIS BIOLOGICOS),,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,CULTURA BACTERIANA QUANTITATIVA (EM DIVERSOS MATERIAIS BIOLOGICOS),,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,"CULTURA DE FEZES, INCLUI PROCEDIMENTOS PARA ISOLAMENTO E IDENTIFICAGAO DE: SALMONELLA, SHIGELLA, ESCHERICHIA COLI (ENTEROPATOGENICA, ENTEROINVASORA E ENTERO-HEMORRAGICA) E CAMPYLOBACTER",,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,CULTURA DE URINA COM CONTAGEM DE COLONIAS,,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,CULTURA PARA BACTERIAS ANAEROBICAS,,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,CULTURA PARA BACTERIAS COM SISTEMA AUTOMATIZADO DE IDENTIFICAGAO BACTERIANA,,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,CULTURA PARA FUNGOS,,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,CULTURA PARA MICOBACTERIAS,,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,"CULTURA PARA VIRUS: ENTEROVIRUS, HERPESVIRUS, VIRUS INFLUENZA A &B, VIRUS PARAINFLUENZA TIPOS 1,2, 3, ADENOVIRUS, VIRUS VARICELA-ZOSTER, CITOMEGALOVIRUS, E VIRUS SINCICIAL RESPIRATORIO",,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,"ESTREPTOCOCO DO GRUPO A, DETECCAO RAPIDA DE ANTIGENO",,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,EXAME MICROSCOPICO DIRETO,,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,"FILARIA, PESQUISA",,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,"FUNGOS, EXAME MICROSCOPICO DIRETO",,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,HEMOCULTURA AUTOMATIZADA PARA BACTERIAS,,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,HEMOCULTURA PARA BACTERIAS,,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,"LEISHMANIA, PESQUISA",,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,"LEPTOSPIRA, MICROSCOPIA DE CAMPO ESCURO",,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,"MICOPLASMA E UREAPLASMA, CULTURA",,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,"MICROSPORIDIA, PESQUISA",,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,"PARACOCCIDIOIDES, PESQUISA DE",,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,"PLASMODIO, PESQUISA",,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,"PNEUMOCYSTI CARINII, PESQUISA",,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,"ROTAVIRUS, PESQUISA",,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,"SARCOPTES SCABIEI, PESQUISA",,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,SENSIBILIDADE AOS ANTIBIOTICOS E QUIMIOTERAPICOS POR METODO DA CONCENTRAGAO INIBITORIA MiNIMA (MIC),,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,TESTE RAPIDO PARA DETECGAO DE HIV EM GESTANTE,,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,"TREPONEMA PALLIDUM, MICROSCOPIA DE CAMPO ESCURO",,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,"TRYPANOSOMA CRUZII, PESQUISA",,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,"VIBRIO CHOLERAE, CULTURA",,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,URINALISE,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,ACIDO HOMOGENTISICO,,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,URINALISE,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,ALCAPTONURIA - PESQUISA E/OU DOSAGEM NA URINA,,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,URINALISE,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS,,"CALCULOS URINARIOS, ANALISE QUIMICA",,HCO,HSO,AMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
